{@BATCH|Board1|Rev|2500|1||Grading|220517085159|Grader|Cisco-10|testplan_bdg|i3070 09.10p WN(full)
{@BTEST|Analog Incircuit Vacuum off|01|220517085159|000045|0|all||n|1|220517085244||1
{@BLOCK|c214_5v|01
{@A-CAP|1|-4.709809E-10}
}
{@BLOCK|c224_3v3|01
{@A-CAP|1|+4.709809E-10}
}
{@BLOCK|c05_5|01
{@A-CAP|1|+9.593923E-14}
}
{@BLOCK|c05_rtv1|01
{@A-CAP|1|-2.604747E-14}
}
{@BLOCK|c05_rtv2|01
{@A-CAP|1|-5.387569E-16}
}
{@BLOCK|c06_5|01
{@A-CAP|1|+4.091188E-15}
}
{@BLOCK|c06_rtv1|01
{@A-CAP|1|-1.567296E-14}
}
{@BLOCK|c06_rtv2|01
{@A-CAP|1|+4.678730E-15}
}
{@BLOCK|c110|01
{@A-CAP|1|-3.026462E-14}
}
{@BLOCK|c176|01
{@A-CAP|1|+3.108101E-11}
}
{@BLOCK|c181|01
{@A-CAP|1|+4.016623E-11}
}
{@BLOCK|c182|01
{@A-CAP|1|+2.916834E-11}
}
{@BLOCK|c1242|01
{@A-CAP|1|+4.064440E-11}
}
{@BLOCK|c1243|01
{@A-CAP|1|+3.012468E-11}
}
{@BLOCK|c06_91_rtv2|01
{@A-CAP|1|+2.821200E-11}
}
{@BLOCK|c06_94_5|01
{@A-CAP|1|+2.725566E-11}
}
{@BLOCK|c06_95_5|01
{@A-CAP|1|+2.916834E-11}
}
{@BLOCK|c06_96_5|01
{@A-CAP|1|+2.725566E-11}
}
{@BLOCK|c06_98_5|01
{@A-CAP|1|+2.821200E-11}
}
{@BLOCK|c06_98_rtv2|01
{@A-CAP|1|+2.773383E-11}
}
{@BLOCK|c10_1v2s|01
{@A-CAP|1|+4.877328E-11}
}
{@BLOCK|c10_sf1|01
{@A-CAP|1|+2.629932E-11}
}
{@BLOCK|c58_5v|01
{@A-CAP|1|+3.012468E-11}
}
{@BLOCK|c189_3v3|01
{@A-CAP|1|+4.638244E-11}
}
{@BLOCK|c408|01
{@A-CAP|1|-3.822722E-13}
}
{@BLOCK|c180|01
{@A-CAP|1|+3.314865E-11}
}
{@BLOCK|c727|01
{@A-CAP|1|+3.795280E-11}
}
{@BLOCK|c728|01
{@A-CAP|1|+2.305993E-11}
}
{@BLOCK|c06_91_5|01
{@A-CAP|1|+2.498159E-11}
}
{@BLOCK|c06_91_rtv1|01
{@A-CAP|1|+1.585370E-11}
}
{@BLOCK|c06_92_5|01
{@A-CAP|1|+3.507031E-11}
}
{@BLOCK|c06_93_5|01
{@A-CAP|1|+2.305993E-11}
}
{@BLOCK|c1815|01
{@A-CAP|1|-1.440185E-13}
}
{@BLOCK|c06_98_rtv1|01
{@A-CAP|1|+1.920026E-11}
}
{@BLOCK|c7_6|01
{@A-CAP|1|+9.581933E-11}
}
{@BLOCK|c7_a|01
{@A-CAP|1|+0.000000E+00}
}
{@BLOCK|c18_a|01
{@A-CAP|1|-4.790967E-11}
}
{@BLOCK|c10_sf0|01
{@A-CAP|1|+2.160029E-11}
}
{@BLOCK|c24_a|01
{@A-CAP|1|+2.977866E-11}
}
{@BLOCK|c23_pm|01
{@A-CAP|1|+9.591940E-14}
}
{@BLOCK|c76|01
{@A-CAP|1|+0.000000E+00}
}
{@BLOCK|c3061|01
{@A-CAP|1|+7.386243E-14}
}
{@BLOCK|c77|01
{@A-CAP|1|+3.544222E-11}
}
{@BLOCK|c3062|01
{@A-CAP|1|+2.642579E-11}
}
{@BLOCK|c389|01
{@A-CAP|1|+2.373664E-14}
}
{@BLOCK|r1_6|01
{@A-RES|1|+1.368806E+08}
}
{@BLOCK|r1_a|01
{@A-RES|1|+1.368806E+08}
}
{@BLOCK|r3_a|01
{@A-RES|1|+5.333103E+08}
}
{@BLOCK|r16_a|01
{@A-RES|1|+6.902011E+08}
}
{@BLOCK|c1816|01
{@A-CAP|1|-4.800618E-13}
}
{@BLOCK|c401|01
{@A-CAP|1|+1.531244E-14}
}
{@BLOCK|r22_5|01
{@A-RES|1|-2.830255E+09}
}
{@BLOCK|r22_rtv1|01
{@A-RES|1|+1.968183E+08}
}
{@BLOCK|r22_rtv2|01
{@A-RES|1|-8.911361E+07}
}
{@BLOCK|r23_5|01
{@A-RES|1|-6.003920E+07}
}
{@BLOCK|r23_rtv1|01
{@A-RES|1|+1.968183E+08}
}
{@BLOCK|r23_rtv2|01
{@A-RES|1|-8.911361E+07}
}
{@BLOCK|r535|01
{@A-RES|1|-1.727868E+08}
}
{@BLOCK|r536|01
{@A-RES|1|-2.830255E+09}
}
{@BLOCK|r545|01
{@A-RES|1|-2.830255E+09}
}
{@BLOCK|r551|01
{@A-RES|1|+1.968183E+08}
}
{@BLOCK|r553|01
{@A-RES|1|-6.003920E+07}
}
{@BLOCK|r600|01
{@A-RES|1|-8.911361E+07}
}
{@BLOCK|r601|01
{@A-RES|1|+1.968183E+08}
}
{@BLOCK|r1845|01
{@A-RES|1|+1.968183E+08}
}
{@BLOCK|r100|01
{@A-RES|1|+1.368806E+08}
}
{@BLOCK|r102|01
{@A-RES|1|+1.368806E+08}
}
{@BLOCK|r549|01
{@A-RES|1|+1.368806E+08}
}
{@BLOCK|r687|01
{@A-RES|1|-2.812565E+08}
}
{@BLOCK|r688|01
{@A-RES|1|+1.368806E+08}
}
{@BLOCK|r1844|01
{@A-RES|1|+1.431442E+08}
}
{@BLOCK|r72|01
{@A-RES|1|+2.839788E+08}
}
{@BLOCK|r201_pm|01
{@A-RES|1|-1.270156E+08}
}
{@BLOCK|c7_q0|01
{@A-CAP|1|+6.723302E-11}
}
{@BLOCK|c7_q1|01
{@A-CAP|1|+4.815982E-11}
}
{@BLOCK|c7_q2|01
{@A-CAP|1|+7.676962E-11}
}
{@BLOCK|r2_rt5_6|01
{@A-RES|1|+2.066536E+05}
}
{@BLOCK|r9_rt5_6|01
{@A-RES|1|+2.066536E+05}
}
{@BLOCK|r9_rt7_8|01
{@A-RES|1|+2.325523E+05}
}
{@BLOCK|r9_rt9|01
{@A-RES|1|+2.325523E+05}
}
{@BLOCK|r13_rt5_6|01
{@A-RES|1|+2.325523E+05}
}
{@BLOCK|r432|01
{@A-RES|1|-1.937953E+08}
}
{@BLOCK|r2_rt1_2|01
{@A-RES|1|-1.928905E+06}
}
{@BLOCK|r2_rt3_4|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|r9_rt1_2|01
{@A-RES|1|-1.928905E+06}
}
{@BLOCK|r9_rt3_4|01
{@A-RES|1|-1.928905E+06}
}
{@BLOCK|r13_rt1_2|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|r13_rt3_4|01
{@A-RES|1|-1.928905E+06}
}
{@BLOCK|r14_rt1_2|01
{@A-RES|1|-1.928905E+06}
}
{@BLOCK|r14_rt3_4|01
{@A-RES|1|-1.928905E+06}
}
{@BLOCK|r15_pm|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|r145|01
{@A-RES|1|-9.429915E+05}
}
{@BLOCK|r2_s0|01
{@A-RES|1|+9.047800E+05}
}
{@BLOCK|r2_s1|01
{@A-RES|1|+9.046797E+05}
}
{@BLOCK|r4_s0|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r4_s1|01
{@A-RES|1|+3.016100E+05}
}
{@BLOCK|r6_q2|01
{@A-RES|1|+9.046797E+05}
}
{@BLOCK|r6_s0|01
{@A-RES|1|+3.015432E+05}
}
{@BLOCK|r6_s1|01
{@A-RES|1|-9.047298E+05}
}
{@BLOCK|r8_q0|01
{@A-RES|1|+9.046797E+05}
}
{@BLOCK|r8_q1|01
{@A-RES|1|+9.047298E+05}
}
{@BLOCK|r8_q2|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r8_s0|01
{@A-RES|1|+4.524401E+05}
}
{@BLOCK|r8_s1|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r10_s0|01
{@A-RES|1|+3.015766E+05}
}
{@BLOCK|r14_rt5_6|01
{@A-RES|1|+2.325523E+05}
}
{@BLOCK|r14_rt7_8|01
{@A-RES|1|+2.325523E+05}
}
{@BLOCK|r144|01
{@A-RES|1|+2.325523E+05}
}
{@BLOCK|r155|01
{@A-RES|1|+2.066536E+05}
}
{@BLOCK|r6_q0|01
{@A-RES|1|+3.034433E+05}
}
{@BLOCK|r6_q1|01
{@A-RES|1|+9.103799E+05}
}
{@BLOCK|r10_s1|01
{@A-RES|1|+9.104300E+05}
}
{@BLOCK|r18_s1|01
{@A-RES|1|+2.276200E+05}
}
{@BLOCK|r12_s0|01
{@A-RES|1|+9.047298E+05}
}
{@BLOCK|r12_s1|01
{@A-RES|1|+4.524150E+05}
}
{@BLOCK|r14_s0|01
{@A-RES|1|+3.015599E+05}
}
{@BLOCK|r14_s1|01
{@A-RES|1|+4.524150E+05}
}
{@BLOCK|r16_s0|01
{@A-RES|1|+4.523399E+05}
}
{@BLOCK|r16_s1|01
{@A-RES|1|+3.015766E+05}
}
{@BLOCK|r18_s0|01
{@A-RES|1|+4.522897E+05}
}
{@BLOCK|r20_s0|01
{@A-RES|1|+4.523649E+05}
}
{@BLOCK|r22_s0|01
{@A-RES|1|+9.047800E+05}
}
{@BLOCK|r22_s1|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r24_s0|01
{@A-RES|1|+4.523148E+05}
}
{@BLOCK|r26_s0|01
{@A-RES|1|+3.015766E+05}
}
{@BLOCK|r28_s0|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r28_s1|01
{@A-RES|1|+9.048301E+05}
}
{@BLOCK|r30_s0|01
{@A-RES|1|+4.524150E+05}
}
{@BLOCK|r32_s0|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r32_s1|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r34_s0|01
{@A-RES|1|+4.523399E+05}
}
{@BLOCK|r36_s0|01
{@A-RES|1|+9.047298E+05}
}
{@BLOCK|r38_s0|01
{@A-RES|1|+3.016100E+05}
}
{@BLOCK|r38_s1|01
{@A-RES|1|+4.523900E+05}
}
{@BLOCK|r40_s0|01
{@A-RES|1|+9.048301E+05}
}
{@BLOCK|r40_s1|01
{@A-RES|1|+1.809560E+05}
}
{@BLOCK|r50_s0|01
{@A-RES|1|+4.523649E+05}
}
{@BLOCK|r20_s1|01
{@A-RES|1|+3.034933E+05}
}
{@BLOCK|r24_s1|01
{@A-RES|1|+4.552400E+05}
}
{@BLOCK|r26_s1|01
{@A-RES|1|+4.551649E+05}
}
{@BLOCK|r30_s1|01
{@A-RES|1|+9.103298E+05}
}
{@BLOCK|r34_s1|01
{@A-RES|1|+9.104300E+05}
}
{@BLOCK|r36_s1|01
{@A-RES|1|+9.103799E+05}
}
{@BLOCK|r50_s1|01
{@A-RES|1|+4.552400E+05}
}
{@BLOCK|r54_s1|01
{@A-RES|1|+2.276200E+05}
}
{@BLOCK|r38|01
{@A-RES|1|+3.364585E+07}
}
{@BLOCK|r738|01
{@A-RES|1|+3.364585E+07}
}
{@BLOCK|r1_pm|01
{@A-RES|1|+1.327579E+08}
}
{@BLOCK|r2_pm|01
{@A-RES|1|+2.331450E+08}
}
{@BLOCK|r2_rt7_8|01
{@A-RES|1|+1.880163E+06}
}
{@BLOCK|r2_rt9|01
{@A-RES|1|+9.329395E+05}
}
{@BLOCK|r13_rt7_8|01
{@A-RES|1|+6.203885E+05}
}
{@BLOCK|r1077|01
{@A-RES|1|+4.529747E+05}
}
{@BLOCK|r52_s0|01
{@A-RES|1|+9.047298E+05}
}
{@BLOCK|r52_s1|01
{@A-RES|1|+9.047800E+05}
}
{@BLOCK|r54_s0|01
{@A-RES|1|+4.523649E+05}
}
{@BLOCK|r56_s0|01
{@A-RES|1|+9.048301E+05}
}
{@BLOCK|r3_6|01
{@A-RES|1|-4.089807E+08}
}
{@BLOCK|r3_q0|01
{@A-RES|1|-8.988033E+07}
}
{@BLOCK|r3_q1|01
{@A-RES|1|+5.276218E+08}
}
{@BLOCK|r3_q2|01
{@A-RES|1|-4.089807E+08}
}
{@BLOCK|r3_rt1_2|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r3_rt3_4|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|r3_rt5_6|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r09_5|01
{@A-RES|1|+1.431442E+08}
}
{@BLOCK|r09_rtv1|01
{@A-RES|1|-3.148646E+07}
}
{@BLOCK|r09_rtv2|01
{@A-RES|1|-1.147886E+07}
}
{@BLOCK|r12_a|01
{@A-RES|1|-3.148646E+07}
}
{@BLOCK|r16_rt1_2|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|r56_s1|01
{@A-RES|1|+4.552150E+05}
}
{@BLOCK|r4_q0|01
{@A-RES|1|+2.727851E+06}
}
{@BLOCK|r4_q1|01
{@A-RES|1|+2.107418E+06}
}
{@BLOCK|r4_q2|01
{@A-RES|1|+2.377829E+06}
}
{@BLOCK|r5_q0|01
{@A-RES|1|+2.377829E+06}
}
{@BLOCK|r5_q1|01
{@A-RES|1|+2.377829E+06}
}
{@BLOCK|r5_q2|01
{@A-RES|1|+2.377829E+06}
}
{@BLOCK|r26|01
{@A-RES|1|+2.377829E+06}
}
{@BLOCK|r577|01
{@A-RES|1|-1.918473E+08}
}
{@BLOCK|r2_a|01
{@A-RES|1|+3.428825E+08}
}
{@BLOCK|r479|01
{@A-RES|1|+4.512987E+05}
}
{@BLOCK|r480|01
{@A-RES|1|+4.513487E+05}
}
{@BLOCK|r3_3|01
{@A-RES|1|+4.513738E+05}
}
{@BLOCK|r4_3|01
{@A-RES|1|+4.513738E+05}
}
{@BLOCK|r30|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|r30_3|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|r16_rt3_4|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r16_rt5_6|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r29_3|01
{@A-RES|1|-1.147886E+07}
}
{@BLOCK|r34|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r51|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r59_3|01
{@A-RES|1|+1.283879E+07}
}
{@BLOCK|r74|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|r88|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|r33|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|r62_3|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|r75|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|r96|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|r107|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|r112|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|r300|01
{@A-RES|1|-1.409478E+07}
}
{@BLOCK|r321|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|r3_rt7_8|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|r3_rt9|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|r16_rt7_8|01
{@A-RES|1|+6.487783E+06}
}
{@BLOCK|r31|01
{@A-RES|1|+6.487783E+06}
}
{@BLOCK|r58_3|01
{@A-RES|1|+6.487783E+06}
}
{@BLOCK|r371_3|01
{@A-RES|1|+6.487783E+06}
}
{@BLOCK|r412|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|r589|01
{@A-RES|1|+6.487783E+06}
}
{@BLOCK|r105|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r115|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r414|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r564|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r595|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r685|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r742|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r2427|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r373_3|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|r384_3|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|r385_3|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|r403|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|r1156|01
{@A-RES|1|-1.409478E+07}
}
{@BLOCK|r2429|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|rn38_s1%pin_1_8|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|rn38_s1%pin_2_7|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|rn38_s0%pin_1_8|01
{@A-RES|1|-1.176663E+07}
}
{@BLOCK|rn38_s0%pin_2_7|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn38_s0%pin_3_6|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn38_s0%pin_4_5|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn48_s0%pin_1_8|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn48_s0%pin_2_7|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn48_s0%pin_3_6|01
{@A-RES|1|-1.176663E+07}
}
{@BLOCK|rn48_s0%pin_4_5|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn38_s1%pin_3_6|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|rn38_s1%pin_4_5|01
{@A-RES|1|-8.759408E+08}
}
{@BLOCK|rn48_s1%pin_1_8|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|rn48_s1%pin_2_7|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|rn48_s1%pin_3_6|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|rn48_s1%pin_4_5|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|rn49_s1%pin_1_8|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|rn49_s1%pin_2_7|01
{@A-RES|1|-6.012774E+07}
}
{@BLOCK|rn49_s0%pin_1_8|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn49_s0%pin_2_7|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn49_s0%pin_3_6|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn49_s0%pin_4_5|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn50_s0%pin_1_8|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn50_s0%pin_2_7|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn50_s0%pin_3_6|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn50_s0%pin_4_5|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|r731|01
{@A-RES|1|+2.176300E+07}
}
{@BLOCK|r755|01
{@A-RES|1|+9.995021E+06}
}
{@BLOCK|r2428|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn50_s1%pin_1_8|01
{@A-RES|1|+6.487783E+06}
}
{@BLOCK|rn50_s1%pin_2_7|01
{@A-RES|1|+2.176300E+07}
}
{@BLOCK|rn50_s1%pin_3_6|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn50_s1%pin_4_5|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn58_s1%pin_1_8|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn58_s0%pin_1_8|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn58_s0%pin_2_7|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn58_s0%pin_3_6|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn58_s0%pin_4_5|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn59_s0%pin_1_8|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn59_s0%pin_2_7|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn59_s0%pin_3_6|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn59_s0%pin_4_5|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn60_s0%pin_1_8|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn60_s0%pin_2_7|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn60_s0%pin_3_6|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn60_s0%pin_4_5|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn68_s0%pin_1_8|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn68_s0%pin_2_7|01
{@A-RES|1|+1.283879E+07}
}
{@BLOCK|rn68_s0%pin_3_6|01
{@A-RES|1|-3.257924E+07}
}
{@BLOCK|rn68_s0%pin_4_5|01
{@A-RES|1|+4.237773E+07}
}
{@BLOCK|rn58_s1%pin_2_7|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn58_s1%pin_3_6|01
{@A-RES|1|+2.176300E+07}
}
{@BLOCK|rn58_s1%pin_4_5|01
{@A-RES|1|+2.176300E+07}
}
{@BLOCK|rn59_s1%pin_1_8|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn59_s1%pin_2_7|01
{@A-RES|1|+2.176300E+07}
}
{@BLOCK|rn59_s1%pin_3_6|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn59_s1%pin_4_5|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn68_s1%pin_1_8|01
{@A-RES|1|+9.995732E+06}
}
{@BLOCK|rn49_s1%pin_3_6|01
{@A-RES|1|+1.086924E+07}
}
{@BLOCK|rn49_s1%pin_4_5|01
{@A-RES|1|+2.653523E+07}
}
{@BLOCK|rn60_s1%pin_1_8|01
{@A-RES|1|-1.409478E+07}
}
{@BLOCK|rn60_s1%pin_2_7|01
{@A-RES|1|-6.012774E+07}
}
